atk,df,hp,spAtk,spDf,spd,中文名稱,全國編號,初始親密,夢特1,孵化步數,屬性,性別比例,捕捉機率,日文名稱,特性1,特性2,總經驗值,英文名稱,蛋組,身高,進化0,進化1,阿羅拉,體重,屬性1,屬性2
80.0,70.0,85.0,135.0,75.0,90.0,多邊獸Ｚ,474.0,70,分析,5120.0,普,沒有性別,30.0,ポリゴンＺ,下載,適應力,1000000.0,Porygon-Z,礦物類,"0.9m / 2'11""",變圓基礎戲法空間基礎電磁炮基礎魔法反射基礎,紋理２基礎撞擊基礎紋理基礎詭計Lv7,219,34kg / 75lbs,普,
125.0,65.0,68.0,65.0,115.0,80.0,艾路雷朵,475.0,35,正義之心,5120.0,超 / 格,♂ 1 : ♀ 0,45.0,エルレイド,不屈之心,,1250000.0,Gallade,不定形類,"1.6m / 5'03""",,,---,52kg / 114.6lbs,超 , 格
55.0,145.0,60.0,75.0,150.0,40.0,大朝北鼻,476.0,70,沙之力,5120.0,岩 / 鋼,♂ 1 : ♀ 1,60.0,ダイノーズ,結實,磁力,1000000.0,Probopass,礦物類,"1.4m / 4'07""",299朝北鼻→476大朝北鼻進化條件：於地點「波尼大峽谷」升級,,199,340kg / 749.6lbs,岩 , 鋼
100.0,135.0,45.0,65.0,135.0,45.0,黑夜魔靈,477.0,35,察覺,6400.0,鬼,♂ 1 : ♀ 1,45.0,ヨノワール,壓迫感,,800000.0,Dusknoir,不定形類,"2.2m / 7'03""",355夜巡靈→356彷徨夜靈進化條件：Level 37,356彷徨夜靈→477黑夜魔靈進化條件：裝備「靈界之布」時通信進化,---,106.6kg / 235lbs,鬼,
80.0,70.0,70.0,80.0,70.0,110.0,雪妖女,478.0,70,詛咒之軀,5120.0,冰 / 鬼,♂ 0 : ♀ 1,75.0,ユキメノコ,雪隱,,1000000.0,Froslass,妖精類 / 礦物類,"1.3m / 4'03""",,,248,26.6kg / 58.6lbs,冰 , 鬼
50.0,77.0,50.0,95.0,77.0,91.0,洛托姆,479.0,70,沒有隱藏特性,5120.0,電 / 鬼,沒有性別,45.0,ロトム,飄浮,,1000000.0,Rotom,不定形類,"0.3m / 1'00""",,,---,0.3kg / 0.7lbs,電 , 鬼
75.0,130.0,75.0,75.0,130.0,95.0,由克希,480.0,140,沒有隱藏特性,20480.0,超,沒有性別,3.0,ユクシー,飄浮,,1250000.0,Uxie,,"0.3m / 1'00""",,,---,0.3kg / 0.7lbs,超,
105.0,105.0,80.0,105.0,105.0,80.0,艾姆利多,481.0,140,沒有隱藏特性,20480.0,超,沒有性別,3.0,エムリット,飄浮,,1250000.0,Mesprit,,"0.3m / 1'00""",,,---,0.3kg / 0.7lbs,超,
125.0,70.0,75.0,125.0,70.0,115.0,亞克諾姆,482.0,140,沒有隱藏特性,20480.0,超,沒有性別,3.0,アグノム,飄浮,,1250000.0,Azelf,,"0.3m / 1'00""",,,---,0.3kg / 0.7lbs,超,
120.0,120.0,100.0,150.0,100.0,90.0,帝牙盧卡,483.0,未有資料,心靈感應,30720.0,鋼 / 龍,沒有性別,3.0,ディアルガ,壓迫感,,1250000.0,Dialga,,"5.4m / 17'09""",,,---,683kg / 1505.7lbs,鋼 , 龍
120.0,100.0,90.0,150.0,120.0,100.0,帕路奇亞,484.0,未有資料,心靈感應,30720.0,水 / 龍,沒有性別,3.0,パルキア,壓迫感,,1250000.0,Palkia,,"4.2m / 13'09""",,,---,336kg / 740.7lbs,水 , 龍
90.0,106.0,91.0,130.0,106.0,77.0,席多藍恩,485.0,100,火焰之軀,2560.0,火 / 鋼,♂ 1 : ♀ 1,3.0,ヒードラン,引火,,1250000.0,Heatran,,"1.7m / 5'07""",,,---,430kg / 948lbs,火 , 鋼
160.0,110.0,110.0,80.0,110.0,100.0,雷吉奇卡斯,486.0,未有資料,沒有隱藏特性,30720.0,普,沒有性別,3.0,レジギガス,慢啟動,,1250000.0,Regigigas,,"3.7m / 12'02""",,,---,420kg / 925.9lbs,普,
100.0,120.0,150.0,100.0,120.0,90.0,騎拉帝納,487.0,未有資料,沒有隱藏特性,30720.0,鬼 / 龍,沒有性別,3.0,ギラティナ,壓迫感,,1250000.0,Giratina,,"4.5m / 14'09""",,,---,750kg / 1653.4lbs,鬼 , 龍
70.0,120.0,120.0,75.0,130.0,85.0,克雷色利亞,488.0,100,沒有隱藏特性,30720.0,超,♂ 0 : ♀ 1,3.0,クレセリア,飄浮,,1250000.0,Cresselia,,"1.5m / 4'11""",,,---,85.6kg / 188.7lbs,超,
80.0,80.0,80.0,80.0,80.0,80.0,霏歐納,489.0,70,沒有隱藏特性,10240.0,水,沒有性別,30.0,フィオネ,濕潤之軀,,1250000.0,Phione,水中類1 / 妖精類,"0.4m / 1'04""",489霏歐納→490瑪納霏進化條件：breed,,---,3.1kg / 6.8lbs,水,
100.0,100.0,100.0,100.0,100.0,100.0,瑪納霏,490.0,70,沒有隱藏特性,2560.0,水,沒有性別,3.0,マナフィ,濕潤之軀,,1250000.0,Manaphy,水中類1 / 妖精類,"0.3m / 1'00""",489霏歐納→490瑪納霏進化條件：breed,,---,1.4kg / 3.1lbs,水,
90.0,90.0,70.0,135.0,90.0,125.0,達克萊伊,491.0,未有資料,沒有隱藏特性,30720.0,惡,沒有性別,3.0,ダークライ,夢魘,,1250000.0,Darkrai,,"1.5m / 4'11""",,,---,50.5kg / 111.3lbs,惡,
100.0,100.0,100.0,100.0,100.0,100.0,謝米,492.0,100,沒有隱藏特性,30720.0,草,沒有性別,45.0,シェイミ,自然回復,天恩,1059860.0,Shaymin,,"0.2m / 0'08""",,,---,2.1kg / 4.6lbs,草,
120.0,120.0,120.0,120.0,120.0,120.0,阿爾宙斯,493.0,未有資料,沒有隱藏特性,30720.0,普,沒有性別,3.0,アルセウス,多屬性,,1250000.0,Arceus,,"3.2m / 10'06""",,,---,320kg / 705.5lbs,普,
100.0,100.0,100.0,100.0,100.0,100.0,比克提尼,494.0,100,沒有隱藏特性,30720.0,超 / 火,沒有性別,3.0,ビクティニ,勝利之星,,1250000.0,Victini,,"0.4m / 1'04""",,,---,4kg / 8.8lbs,超 , 火
45.0,55.0,45.0,45.0,55.0,63.0,藤藤蛇,495.0,70,唱反調,5120.0,草,♂ 7 : ♀ 1,45.0,ツタージャ,茂盛,,1059860.0,Snivy,陸上類 / 植物類,"0.6m / 2'00""",495藤藤蛇→496青藤蛇進化條件：Level 17,496青藤蛇→497君主蛇進化條件：Level 36,---,8.1kg / 17.9lbs,草,
60.0,75.0,60.0,60.0,75.0,83.0,青藤蛇,496.0,70,唱反調,5120.0,草,♂ 7 : ♀ 1,45.0,ジャノビー,茂盛,,1059860.0,Servine,陸上類 / 植物類,"0.8m / 2'07""",495藤藤蛇→496青藤蛇進化條件：Level 17,496青藤蛇→497君主蛇進化條件：Level 36,---,16kg / 35.3lbs,草,
75.0,95.0,75.0,75.0,95.0,113.0,君主蛇,497.0,70,唱反調,5120.0,草,♂ 7 : ♀ 1,45.0,ジャローダ,茂盛,,1059860.0,Serperior,陸上類 / 植物類,"3.3m / 10'10""",495藤藤蛇→496青藤蛇進化條件：Level 17,496青藤蛇→497君主蛇進化條件：Level 36,---,63kg / 138.9lbs,草,
63.0,45.0,65.0,45.0,45.0,45.0,暖暖豬,498.0,70,厚脂肪,5120.0,火,♂ 7 : ♀ 1,45.0,ポカブ,猛火,,1059860.0,Tepig,陸上類,"0.5m / 1'08""",498暖暖豬→499炒炒豬進化條件：Level 17,499炒炒豬→500炎武王進化條件：Level 36,---,9.9kg / 21.8lbs,火,
93.0,55.0,90.0,70.0,55.0,55.0,炒炒豬,499.0,70,厚脂肪,5120.0,火 / 格,♂ 7 : ♀ 1,45.0,チャオブー,猛火,,1059860.0,Pignite,陸上類,"1m / 3'03""",498暖暖豬→499炒炒豬進化條件：Level 17,499炒炒豬→500炎武王進化條件：Level 36,---,55.5kg / 122.4lbs,火 , 格
123.0,65.0,110.0,100.0,65.0,65.0,炎武王,500.0,70,捨身,5120.0,火 / 格,♂ 7 : ♀ 1,45.0,エンブオー,猛火,,1059860.0,Emboar,陸上類,"1.6m / 5'03""",498暖暖豬→499炒炒豬進化條件：Level 17,499炒炒豬→500炎武王進化條件：Level 36,---,150kg / 330.7lbs,火 , 格
55.0,45.0,55.0,63.0,45.0,45.0,水水獺,501.0,70,硬殼盔甲,5120.0,水,♂ 7 : ♀ 1,45.0,ミジュマル,激流,,1059860.0,Oshawott,陸上類,"0.5m / 1'08""",501水水獺→502雙刃丸進化條件：Level 17,502雙刃丸→503大劍鬼進化條件：Level 36,---,5.9kg / 13lbs,水,
75.0,60.0,75.0,83.0,60.0,60.0,雙刃丸,502.0,70,硬殼盔甲,5120.0,水,♂ 7 : ♀ 1,45.0,フタチマル,激流,,1059860.0,Dewott,陸上類,"0.8m / 2'07""",501水水獺→502雙刃丸進化條件：Level 17,502雙刃丸→503大劍鬼進化條件：Level 36,---,24.5kg / 54lbs,水,
100.0,85.0,95.0,108.0,70.0,70.0,大劍鬼,503.0,70,硬殼盔甲,5120.0,水,♂ 7 : ♀ 1,45.0,ダイケンキ,激流,,1059860.0,Samurott,陸上類,"1.5m / 4'11""",501水水獺→502雙刃丸進化條件：Level 17,502雙刃丸→503大劍鬼進化條件：Level 36,---,94.6kg / 208.6lbs,水,
55.0,39.0,45.0,35.0,39.0,42.0,探探鼠,504.0,70,分析,3840.0,普,♂ 1 : ♀ 1,255.0,ミネズミ,逃跑,銳利目光,1000000.0,Patrat,陸上類,"0.5m / 1'08""",504探探鼠→505步哨鼠進化條件：Level 20,,---,11.6kg / 25.6lbs,普,
85.0,69.0,60.0,60.0,69.0,77.0,步哨鼠,505.0,70,分析,5120.0,普,♂ 1 : ♀ 1,255.0,ミルホッグ,發光,,1000000.0,Watchog,陸上類,"1.1m / 3'07""",504探探鼠→505步哨鼠進化條件：Level 20,,---,27kg / 59.5lbs,普,
60.0,45.0,45.0,25.0,45.0,55.0,小約克,506.0,70,逃跑,3840.0,普,♂ 1 : ♀ 1,255.0,ヨーテリー,撿拾,,1059860.0,Lillipup,陸上類,"0.4m / 1'04""",506小約克→507哈約克進化條件：Level 16,507哈約克→508長毛狗進化條件：Level 32,120,4.1kg / 9lbs,普,
80.0,65.0,65.0,35.0,65.0,60.0,哈約克,507.0,70,膽量,3840.0,普,♂ 1 : ♀ 1,120.0,ハーデリア,威嚇,,1059860.0,Herdier,陸上類,"0.9m / 2'11""",506小約克→507哈約克進化條件：Level 16,507哈約克→508長毛狗進化條件：Level 32,121,14.7kg / 32.4lbs,普,
110.0,90.0,85.0,45.0,90.0,80.0,長毛狗,508.0,70,膽量,3840.0,普,♂ 1 : ♀ 1,45.0,ムーランド,威嚇,,1059860.0,Stoutland,陸上類,"1.2m / 3'11""",506小約克→507哈約克進化條件：Level 16,507哈約克→508長毛狗進化條件：Level 32,122,61kg / 134.5lbs,普,
50.0,37.0,41.0,50.0,37.0,66.0,扒手貓,509.0,70,惡作劇之心,5120.0,惡,♂ 1 : ♀ 1,255.0,チョロネコ,柔軟,輕裝,1000000.0,Purrloin,陸上類,"0.4m / 1'04""",509扒手貓→510酷豹進化條件：Level 20,,---,10.1kg / 22.3lbs,惡,
88.0,50.0,64.0,88.0,50.0,106.0,酷豹,510.0,70,惡作劇之心,5120.0,惡,♂ 1 : ♀ 1,90.0,レパルダス,柔軟,輕裝,1000000.0,Liepard,陸上類,"1.1m / 3'07""",509扒手貓→510酷豹進化條件：Level 20,,---,37.5kg / 82.7lbs,惡,
53.0,48.0,50.0,53.0,48.0,64.0,花椰猴,511.0,70,茂盛,5120.0,草,♂ 7 : ♀ 1,190.0,ヤナップ,貪吃鬼,,1000000.0,Pansage,陸上類,"0.6m / 2'00""",,,---,10.5kg / 23.1lbs,草,
98.0,63.0,75.0,98.0,63.0,101.0,花椰猿,512.0,70,茂盛,5120.0,草,♂ 7 : ♀ 1,75.0,ヤナッキー,貪吃鬼,,1000000.0,Simisage,陸上類,"1.1m / 3'07""",抓基礎瞪眼基礎舌舔基礎亂抓基礎,種子炸彈,---,30.5kg / 67.2lbs,草,
53.0,48.0,50.0,53.0,48.0,64.0,爆香猴,513.0,70,猛火,5120.0,火,♂ 7 : ♀ 1,190.0,バオップ,貪吃鬼,,1000000.0,Pansear,陸上類,"0.6m / 2'00""",,,---,11kg / 24.3lbs,火,
98.0,63.0,75.0,98.0,63.0,101.0,爆香猿,514.0,70,猛火,5120.0,火,♂ 7 : ♀ 1,75.0,バオッキー,貪吃鬼,,1000000.0,Simisear,陸上類,"1m / 3'03""",抓基礎瞪眼基礎舌舔基礎亂抓基礎,烈焰濺射,---,28kg / 61.7lbs,火,
53.0,48.0,50.0,53.0,48.0,64.0,冷水猴,515.0,70,激流,5120.0,水,♂ 7 : ♀ 1,190.0,ヒヤップ,貪吃鬼,,1000000.0,Panpour,陸上類,"0.6m / 2'00""",,,---,13.5kg / 29.8lbs,水,
98.0,63.0,75.0,98.0,63.0,101.0,冷水猿,516.0,70,激流,5120.0,水,♂ 7 : ♀ 1,75.0,ヒヤッキー,貪吃鬼,,1000000.0,Simipour,陸上類,"1m / 3'03""",抓基礎瞪眼基礎舌舔基礎亂抓基礎,熱水,---,29kg / 63.9lbs,水,
25.0,45.0,76.0,67.0,55.0,24.0,食夢夢,517.0,70,心靈感應,2560.0,超,♂ 1 : ♀ 1,190.0,ムンナ,同步,,800000.0,Munna,陸上類,"0.6m / 2'00""",,,---,23.3kg / 51.4lbs,超,
55.0,85.0,116.0,107.0,95.0,29.0,夢夢蝕,518.0,70,心靈感應,2560.0,超,♂ 1 : ♀ 1,75.0,ムシャーナ,同步,,800000.0,Musharna,陸上類,"1.1m / 3'07""",精神波基礎精神場地基礎變圓基礎幸運咒語基礎,幻象光線基礎催眠術,---,60.5kg / 133.4lbs,超,
55.0,50.0,50.0,36.0,30.0,43.0,豆豆鴿,519.0,70,鬥爭心,3840.0,普 / 飛,♂ 1 : ♀ 1,255.0,マメパト,超幸運,健壯胸肌,1059860.0,Pidove,飛行類,"0.3m / 1'00""",519豆豆鴿→520咕咕鴿進化條件：Level 21,520咕咕鴿→521高傲雉雞進化條件：Level 32,---,2.1kg / 4.6lbs,普 , 飛
77.0,62.0,62.0,50.0,42.0,65.0,咕咕鴿,520.0,70,鬥爭心,3840.0,普 / 飛,♂ 1 : ♀ 1,120.0,ハトーボー,超幸運,健壯胸肌,1059860.0,Tranquill,飛行類,"0.6m / 2'00""",519豆豆鴿→520咕咕鴿進化條件：Level 21,520咕咕鴿→521高傲雉雞進化條件：Level 32,---,15kg / 33.1lbs,普 , 飛
115.0,80.0,80.0,65.0,55.0,93.0,高傲雉雞,521.0,70,鬥爭心,3840.0,普 / 飛,♂ 1 : ♀ 1,45.0,ケンホロウ,超幸運,健壯胸肌,1059860.0,Unfezant,飛行類,"1.2m / 3'11""",519豆豆鴿→520咕咕鴿進化條件：Level 21,520咕咕鴿→521高傲雉雞進化條件：Level 32,---,29kg / 63.9lbs,普 , 飛
60.0,32.0,45.0,50.0,32.0,76.0,斑斑馬,522.0,70,食草,5120.0,電,♂ 1 : ♀ 1,190.0,シママ,電氣引擎,,1000000.0,Blitzle,陸上類,"0.8m / 2'07""",522斑斑馬→523雷電斑馬進化條件：Level 27,,---,29.8kg / 65.7lbs,電,
100.0,63.0,75.0,80.0,63.0,116.0,雷電斑馬,523.0,70,食草,5120.0,電,♂ 1 : ♀ 1,75.0,ゼブライカ,電氣引擎,,1000000.0,Zebstrika,陸上類,"1.6m / 5'03""",522斑斑馬→523雷電斑馬進化條件：Level 27,,---,79.5kg / 175.3lbs,電,
75.0,85.0,55.0,25.0,25.0,15.0,石丸子,524.0,70,沙之力,3840.0,岩,♂ 1 : ♀ 1,255.0,ダンゴロ,結實,碎裂鎧甲,1059860.0,Roggenrola,,"0.4m / 1'04""",524石丸子→525地幔岩進化條件：Level 25,525地幔岩→526龐岩怪進化條件：通信進化,98,18kg / 39.7lbs,岩,
105.0,105.0,70.0,50.0,40.0,20.0,地幔岩,525.0,70,沙之力,3840.0,岩,♂ 1 : ♀ 1,120.0,ガントル,結實,碎裂鎧甲,1059860.0,Boldore,,"0.9m / 2'11""",524石丸子→525地幔岩進化條件：Level 25,525地幔岩→526龐岩怪進化條件：通信進化,99,102kg / 224.9lbs,岩,
135.0,130.0,85.0,60.0,80.0,25.0,龐岩怪,526.0,70,沙之力,3840.0,岩,♂ 1 : ♀ 1,45.0,ギガイアス,結實,揚沙,1059860.0,Gigalith,,"1.7m / 5'07""",524石丸子→525地幔岩進化條件：Level 25,525地幔岩→526龐岩怪進化條件：通信進化,100,260kg / 573.2lbs,岩,
45.0,43.0,65.0,55.0,43.0,72.0,滾滾蝙蝠,527.0,70,單純,3840.0,超 / 飛,♂ 1 : ♀ 1,190.0,コロモリ,笨拙,純樸,1000000.0,Woobat,陸上類 / 飛行類,"0.4m / 1'04""",527滾滾蝙蝠→528心蝙蝠進化條件：親密度220或以上時升級,,---,2.1kg / 4.6lbs,超 , 飛
57.0,55.0,67.0,77.0,55.0,114.0,心蝙蝠,528.0,70,單純,3840.0,超 / 飛,♂ 1 : ♀ 1,45.0,ココロモリ,笨拙,純樸,1000000.0,Swoobat,陸上類 / 飛行類,"0.9m / 2'11""",527滾滾蝙蝠→528心蝙蝠進化條件：親密度220或以上時升級,,---,10.5kg / 23.1lbs,超 , 飛
85.0,40.0,60.0,30.0,45.0,68.0,螺釘地鼠,529.0,70,破格,5120.0,地,♂ 1 : ♀ 1,120.0,モグリュー,撥沙,沙之力,1000000.0,Drilbur,陸上類,"0.3m / 1'00""",529螺釘地鼠→530龍頭地鼠進化條件：Level 31,,---,8.5kg / 18.7lbs,地,
135.0,60.0,110.0,50.0,65.0,88.0,龍頭地鼠,530.0,70,破格,5120.0,地 / 鋼,♂ 1 : ♀ 1,60.0,ドリュウズ,撥沙,沙之力,1000000.0,Excadrill,陸上類,"0.7m / 2'04""",529螺釘地鼠→530龍頭地鼠進化條件：Level 31,,---,40.4kg / 89.1lbs,地 , 鋼
60.0,86.0,103.0,60.0,86.0,50.0,差不多娃娃,531.0,70,笨拙,5120.0,普,♂ 1 : ♀ 1,255.0,タブンネ,治癒之心,再生力,800000.0,Audino,,"1.1m / 3'07""",,,---,31kg / 68.3lbs,普,
80.0,55.0,75.0,25.0,35.0,35.0,搬運小匠,532.0,70,鐵拳,5120.0,格,♂ 3 : ♀ 1,180.0,ドッコラー,毅力,強行,1059860.0,Timburr,人型類,"0.6m / 2'00""",532搬運小匠→533鐵骨土人進化條件：Level 25,533鐵骨土人→534修建老匠進化條件：通信進化,---,12.5kg / 27.6lbs,格,
105.0,85.0,85.0,40.0,50.0,40.0,鐵骨土人,533.0,70,鐵拳,5120.0,格,♂ 3 : ♀ 1,90.0,ドテッコツ,毅力,強行,1059860.0,Gurdurr,人型類,"1.2m / 3'11""",532搬運小匠→533鐵骨土人進化條件：Level 25,533鐵骨土人→534修建老匠進化條件：通信進化,---,40kg / 88.2lbs,格,
140.0,95.0,105.0,55.0,65.0,45.0,修建老匠,534.0,70,鐵拳,5120.0,格,♂ 3 : ♀ 1,45.0,ローブシン,毅力,強行,1059860.0,Conkeldurr,人型類,"1.4m / 4'07""",532搬運小匠→533鐵骨土人進化條件：Level 25,533鐵骨土人→534修建老匠進化條件：通信進化,---,87kg / 191.8lbs,格,
50.0,40.0,50.0,50.0,40.0,64.0,圓蝌蚪,535.0,70,儲水,5120.0,水,♂ 1 : ♀ 1,255.0,オタマロ,悠游自如,濕潤之軀,1059860.0,Tympole,水中類1,"0.5m / 1'08""",535圓蝌蚪→536藍蟾蜍進化條件：Level 25,536藍蟾蜍→537蟾蜍王進化條件：Level 36,---,4.5kg / 9.9lbs,水,
65.0,55.0,75.0,65.0,55.0,69.0,藍蟾蜍,536.0,70,儲水,5120.0,水 / 地,♂ 1 : ♀ 1,120.0,ガマガル,悠游自如,濕潤之軀,1059860.0,Palpitoad,水中類1,"0.8m / 2'07""",535圓蝌蚪→536藍蟾蜍進化條件：Level 25,536藍蟾蜍→537蟾蜍王進化條件：Level 36,---,17kg / 37.5lbs,水 , 地
95.0,75.0,105.0,85.0,75.0,74.0,蟾蜍王,537.0,70,儲水,5120.0,水 / 地,♂ 1 : ♀ 1,45.0,ガマゲロゲ,悠游自如,毒手,1059860.0,Seismitoad,水中類1,"1.5m / 4'11""",535圓蝌蚪→536藍蟾蜍進化條件：Level 25,536藍蟾蜍→537蟾蜍王進化條件：Level 36,---,62kg / 136.7lbs,水 , 地
100.0,85.0,120.0,30.0,85.0,45.0,投摔鬼,538.0,70,破格,5120.0,格,♂ 1 : ♀ 0,45.0,ナゲキ,精神力,毅力,1000000.0,Throh,人型類,"1.3m / 4'03""",,,---,55.5kg / 122.4lbs,格,
125.0,75.0,75.0,30.0,75.0,85.0,打擊鬼,539.0,70,破格,5120.0,格,♂ 1 : ♀ 0,45.0,ダゲキ,結實,精神力,1000000.0,Sawk,人型類,"1.4m / 4'07""",,,---,51kg / 112.4lbs,格,
53.0,70.0,45.0,40.0,60.0,42.0,蟲寶包,540.0,70,防塵,3840.0,蟲 / 草,♂ 1 : ♀ 1,255.0,クルミル,葉綠素,蟲之預感,1059860.0,Sewaddle,昆蟲類,"0.3m / 1'00""",540蟲寶包→541寶包繭進化條件：Level 20,541寶包繭→542保姆蟲進化條件：親密度220或以上時升級,---,2.5kg / 5.5lbs,蟲 , 草
63.0,90.0,55.0,50.0,80.0,42.0,寶包繭,541.0,70,防塵,3840.0,蟲 / 草,♂ 1 : ♀ 1,120.0,クルマユ,葉綠素,葉子防守,1059860.0,Swadloon,昆蟲類,"0.5m / 1'08""",540蟲寶包→541寶包繭進化條件：Level 20,541寶包繭→542保姆蟲進化條件：親密度220或以上時升級,---,7.3kg / 16.1lbs,蟲 , 草
103.0,80.0,75.0,70.0,80.0,92.0,保姆蟲,542.0,70,防塵,3840.0,蟲 / 草,♂ 1 : ♀ 1,45.0,ハハコモリ,葉綠素,蟲之預感,1059860.0,Leavanny,昆蟲類,"1.2m / 3'11""",540蟲寶包→541寶包繭進化條件：Level 20,541寶包繭→542保姆蟲進化條件：親密度220或以上時升級,---,20.5kg / 45.2lbs,蟲 , 草
45.0,59.0,30.0,30.0,39.0,57.0,百足蜈蚣,543.0,70,加速,3840.0,蟲 / 毒,♂ 1 : ♀ 1,255.0,フシデ,毒刺,蟲之預感,1059860.0,Venipede,昆蟲類,"0.4m / 1'04""",543百足蜈蚣→544車輪球進化條件：Level 22,544車輪球→545蜈蚣王進化條件：Level 30,---,5.3kg / 11.7lbs,蟲 , 毒
55.0,99.0,40.0,40.0,79.0,47.0,車輪球,544.0,70,加速,3840.0,蟲 / 毒,♂ 1 : ♀ 1,120.0,ホイーガ,毒刺,蟲之預感,1059860.0,Whirlipede,昆蟲類,"1.2m / 3'11""",543百足蜈蚣→544車輪球進化條件：Level 22,544車輪球→545蜈蚣王進化條件：Level 30,---,58.5kg / 129lbs,蟲 , 毒
100.0,89.0,60.0,55.0,69.0,112.0,蜈蚣王,545.0,70,加速,5120.0,蟲 / 毒,♂ 1 : ♀ 1,45.0,ペンドラー,毒刺,蟲之預感,1059860.0,Scolipede,昆蟲類,"2.5m / 8'02""",543百足蜈蚣→544車輪球進化條件：Level 22,544車輪球→545蜈蚣王進化條件：Level 30,---,200.5kg / 442lbs,蟲 , 毒
27.0,60.0,40.0,37.0,50.0,66.0,木棉球,546.0,70,葉綠素,5120.0,草 / 妖,♂ 1 : ♀ 1,190.0,モンメン,穿透,惡作劇之心,1000000.0,Cottonee,植物類 / 妖精類,"0.3m / 1'00""",,,87,0.6kg / 1.3lbs,草 , 妖
67.0,85.0,60.0,77.0,75.0,116.0,風妖精,547.0,70,葉綠素,5120.0,草 / 妖,♂ 1 : ♀ 1,75.0,エルフーン,穿透,惡作劇之心,1000000.0,Whimsicott,植物類 / 妖精類,"0.7m / 2'04""",吸取基礎生長基礎寄生種子基礎超級吸取基礎,棉孢子Lv10起風Lv28順風Lv46暴風Lv50,88,6.6kg / 14.6lbs,草 , 妖
35.0,50.0,45.0,70.0,50.0,30.0,百合根娃娃,548.0,70,葉子防守,5120.0,草,♂ 0 : ♀ 1,190.0,チュリネ,我行我素,葉綠素,1000000.0,Petilil,植物類,"0.5m / 1'08""",,,85,6.6kg / 14.6lbs,草,
60.0,75.0,70.0,110.0,75.0,90.0,裙兒小姐,549.0,70,葉子防守,5120.0,草,♂ 0 : ♀ 1,75.0,ドレディア,我行我素,葉綠素,1000000.0,Lilligant,植物類,"1.1m / 3'07""",吸取基礎生長基礎寄生種子基礎超級吸取基礎,光合作用Lv10搖晃舞Lv28蝶舞Lv46花瓣舞Lv50,86,16.3kg / 35.9lbs,草,
92.0,65.0,70.0,80.0,55.0,98.0,野蠻鱸魚,550.0,70,沒有隱藏特性,10240.0,水,♂ 1 : ♀ 1,25.0,バスラオ,堅硬腦袋,捨身,1000000.0,Basculin,水中類2,"1m / 3'03""",,,---,18kg / 39.7lbs,水,
72.0,35.0,50.0,35.0,35.0,65.0,黑眼鱷,551.0,70,憤怒穴位,5120.0,地 / 惡,♂ 1 : ♀ 1,180.0,メグロコ,威嚇,,1059860.0,Sandile,陸上類,"0.7m / 2'04""",551黑眼鱷→552混混鱷進化條件：Level 29,552混混鱷→553流氓鱷進化條件：Level 40,232,15.2kg / 33.5lbs,地 , 惡
82.0,45.0,60.0,45.0,45.0,74.0,混混鱷,552.0,70,憤怒穴位,5120.0,地 / 惡,♂ 1 : ♀ 1,90.0,ワルビル,威嚇,,1059860.0,Krokorok,陸上類,"1m / 3'03""",551黑眼鱷→552混混鱷進化條件：Level 29,552混混鱷→553流氓鱷進化條件：Level 40,233,33.4kg / 73.6lbs,地 , 惡
117.0,80.0,95.0,65.0,70.0,92.0,流氓鱷,553.0,70,憤怒穴位,5120.0,火 / 惡,♂ 1 : ♀ 1,45.0,ワルビアル,威嚇,,1059860.0,Krookodile,陸上類,"1.5m / 4'11""",551黑眼鱷→552混混鱷進化條件：Level 29,552混混鱷→553流氓鱷進化條件：Level 40,234,96.3kg / 212.3lbs,火 , 惡
90.0,45.0,70.0,15.0,45.0,50.0,火紅不倒翁,554.0,70,精神力,5120.0,火,♂ 1 : ♀ 1,120.0,ダルマッカ,活力,,1059860.0,Darumaka,陸上類,"0.6m / 2'00""",554火紅不倒翁→555達摩狒狒進化條件：Level 35,,---,37.5kg / 82.7lbs,火,
140.0,55.0,105.0,30.0,55.0,95.0,達摩狒狒,555.0,70,達摩模式,5120.0,火,♂ 1 : ♀ 1,60.0,ヒヒダルマ,強行,,1059860.0,Darmanitan,陸上類,"1.3m / 4'03""",554火紅不倒翁→555達摩狒狒進化條件：Level 35,,---,92.9kg / 204.8lbs,火,
86.0,67.0,75.0,106.0,67.0,60.0,沙鈴仙人掌,556.0,70,引水,5120.0,草,♂ 1 : ♀ 1,255.0,マラカッチ,儲水,葉綠素,1000000.0,Maractus,植物類,"1m / 3'03""",,,---,28kg / 61.7lbs,草,
65.0,85.0,50.0,35.0,35.0,55.0,石居蟹,557.0,70,碎裂鎧甲,5120.0,蟲 / 岩,♂ 1 : ♀ 1,190.0,イシズマイ,結實,硬殼盔甲,1000000.0,Dwebble,昆蟲類 / 礦物類,"0.3m / 1'00""",557石居蟹→558岩殿居蟹進化條件：Level 34,,---,14.5kg / 32lbs,蟲 , 岩
105.0,125.0,70.0,65.0,75.0,45.0,岩殿居蟹,558.0,70,碎裂鎧甲,5120.0,蟲 / 岩,♂ 1 : ♀ 1,75.0,イワパレス,結實,硬殼盔甲,1000000.0,Crustle,昆蟲類 / 礦物類,"1.4m / 4'07""",557石居蟹→558岩殿居蟹進化條件：Level 34,,---,200kg / 440.9lbs,蟲 , 岩
